"","video_id","category","trending_days","Glikes","Gcomments","Gviews","GLikeRatio"
"1","_0ovuLsnU1A",24,10,1.7421339011119,1.39452054794521,9.37181209581929,-0.735616700748251
"2","_0ovuLsnU1A",24,10,0.282935035803641,0.428489702517162,0.591250931692019,-0.19375693031679
"3","_0ovuLsnU1A",24,10,0.114522040281093,0.135362434921906,0.192028383139267,-0.0650205514855753
"4","_0ovuLsnU1A",24,10,0.0730684526503153,0.0400940623162845,0.112393486871193,-0.0353517300173044
"5","_0ovuLsnU1A",24,10,0.0396974893868256,0.0239656341849423,0.0714469658463599,-0.0296323359639687
"6","_0ovuLsnU1A",24,10,0.0271220356399232,0.0277103113270038,0.0555833940276766,-0.026962681062229
"7","_0ovuLsnU1A",24,10,0.0290385425442291,0.0204103555698786,0.0564528370624488,-0.0259493784828551
"8","_0ovuLsnU1A",24,10,0.0280911812111444,0.0164227813454048,0.0568019084765496,-0.0271675581157814
"9","_0ovuLsnU1A",24,10,0.0117705611546597,0.0111859140341792,0.033294495043174,-0.0208303963601537
"10","_0Wz8e4W-oE",23,14,0.0980485099989268,0.0611908456167572,0.16758137369283,-0.0595529059135162
"11","_0Wz8e4W-oE",23,14,0.0450091631032376,0.0258612811843187,0.0848305600405194,-0.0367074807846437
"12","_0Wz8e4W-oE",23,14,0.0222523596854272,0.0142526278282558,0.0372917234429565,-0.0144986828850913
"13","_0Wz8e4W-oE",23,14,0.00988898716032816,0.00579659230634112,0.0119663707405891,-0.00205281878956181
"14","_0Wz8e4W-oE",23,14,0.00711195669407261,0.00523925951798812,0.0120598378067789,-0.00488892151221888
"15","_0Wz8e4W-oE",23,14,0.00532253832602421,0.00425642807505212,0.00922556830186803,-0.00386735146079492
"16","_0Wz8e4W-oE",23,14,0.00533909995898736,0.00363290372805121,0.00970723614209037,-0.00432614130784373
"17","_0Wz8e4W-oE",23,14,0.00502889015806143,0.00180987675601138,0.00853230998303198,-0.00347378045332977
"18","_0Wz8e4W-oE",23,14,0.00560151735437162,0.00412938747419133,0.00996891004229337,-0.00432428428686876
"19","_0Wz8e4W-oE",23,14,0.00466027682778259,0.00522618231665524,0.00812803693778483,-0.00343980127815465
"20","_0Wz8e4W-oE",23,14,0.00323610411050967,0.00255689082076195,0.0052603447825333,-0.0020136481882826
"21","_0Wz8e4W-oE",23,14,0.00300722316071533,0.00433562866615659,0.00639403897296487,-0.00336529796589997
"22","_0Wz8e4W-oE",23,14,0.00214157634538182,0.00380904012188928,0.00444818883763829,-0.00229639768172187
"23","_1LdMWlNYS4",28,21,0.212671207244967,0.23118074130684,0.358573779987727,-0.107393926551474
"24","_1LdMWlNYS4",28,21,0.0951704983798796,0.114214773432651,0.144899845916795,-0.0434355439161526
"25","_1LdMWlNYS4",28,21,0.0582152216179661,0.0802228412256267,0.0827308472856418,-0.0226424006752328
"26","_1LdMWlNYS4",28,21,0.0398615364132606,0.0585353274883961,0.0561415577206646,-0.0154146205008154
"27","_1LdMWlNYS4",28,21,0.0253252074157534,0.0272838002436054,0.0319082663942672,-0.00637950018708219
"28","_1LdMWlNYS4",28,21,0.0216278314727404,0.0241878112402182,0.0269300931229271,-0.00516321576872118
"29","_1LdMWlNYS4",28,21,0.00515804141100545,0.00347302616346376,0.00717973996415607,-0.00200728675620761
"30","_1LdMWlNYS4",28,21,0.00724743421372635,0.00992155053068759,0.00761374546610249,-0.000363543326025846
"31","_1LdMWlNYS4",28,21,0.0098271199536411,0.00662554260909299,0.011450953866376,-0.00160544997908954
"32","_1LdMWlNYS4",28,21,0.00910981995552686,-0.000453926463912846,0.0108825953175671,-0.00175369065631533
